Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Source,EID
"Debeljak M., Poljanec A., Ženko B.","55920343600;35077395300;9732796100;","Modelling forest growing stock from inventory data: A data mining approach",2014,"Ecological Indicators","41",,,"30","39",,12,"10.1016/j.ecolind.2014.01.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894281836&doi=10.1016%2fj.ecolind.2014.01.010&partnerID=40&md5=1d45d1bcc49bad17d98e2376c82f555a","Data mining; Ecological indicator; Forest growing stock; Forest inventory data; Trend prediction",,Article,Scopus,2-s2.0-84894281836
"Eldegard K., Dirksen J.W., Ørka H.O., Halvorsen R., Næsset E., Gobakken T., Ohlson M.","8574214500;56063809100;26321147900;7005519490;7003991987;6602549190;7007082693;","Modelling bird richness and bird species presence in a boreal forest reserve using airborne laser-scanning and aerial images",2014,"Bird Study","61","2",,"204","219",,13,"10.1080/00063657.2014.885492","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900010344&doi=10.1080%2f00063657.2014.885492&partnerID=40&md5=6f5fa2b032b1437b76ef5e76650488e6",,"abundance; aerial survey; avifauna; boreal forest; community composition; data set; ecological modeling; passerine; prediction; species richness; Norway; Aves; Phylloscopus; Salix; Troglodytinae",Article,Scopus,2-s2.0-84900010344
"Pinto R., Da Conceição Cunha M., Roseta-Palma C., Marques J.C.","15078783400;16156052500;6507916439;7203032961;","Mainstreaming Sustainable Decision-making for Ecosystems: Integrating Ecological and Socio-economic Targets within a Decision Support System",2014,"Environmental Processes","1","1",,"7","19",,16,"10.1007/s40710-014-0006-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950316490&doi=10.1007%2fs40710-014-0006-x&partnerID=40&md5=46f5dfcf133af1f2f0eabeccf4c38982","Decision-support system; DPSIR framework; Ecosystem services; MULINO-MCA; Water quality improvements; WFD","Artificial intelligence; Commerce; Decision support systems; Economic and social effects; Ecosystems; Natural resources management; Quality control; Software testing; Wastewater treatment; Water quality; Decision making process; Dpsir frameworks; Ecosystem services; MULINO-MCA; Natural resource management; Sustainable decision makings; Wastewater treatment plants; Water quality improvements; Decision making; anthropogenic effect; bivalve; buffer zone; decision making; decision support system; ecosystem management; ecosystem service; ecotourism; environmental policy; estuarine environment; governance approach; integrated approach; management practice; resource management; socioeconomic conditions; software; stakeholder; sustainable development; wastewater treatment plant; water management; water quality; watershed; Coimbra [Portugal]; Mondego Estuary; Portugal",Article,Scopus,2-s2.0-84950316490
"Tamvakis A., Trygonis V., Miritzis J., Tsirtsis G., Spatharis S.","54890681200;23669790400;55885481400;6602165969;22837044500;","Optimizing biodiversity prediction from abiotic parameters",2014,"Environmental Modelling and Software","53",,,"112","120",,3,"10.1016/j.envsoft.2013.12.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890854210&doi=10.1016%2fj.envsoft.2013.12.001&partnerID=40&md5=3e7000b8678fed4873ba7ca8a2d417f8","CV; Diversity indices; IBk; Instance based learning; LOOCV; Machine learning; MAD; ML; MLP; MLR; MTs; NN; Phytoplankton; PO4; RMSE; S; Simulated assemblages; T","CV; Diversity index; IBk; Instance based learning; LOOCV; MAD; ML; MLP; MLR; MTs; NN; RMSE; S; Simulated assemblages; T; Biodiversity; Ecology; Learning algorithms; Learning systems; Marine applications; Optimization; Phytoplankton; Forecasting; algorithm; community structure; dissolved inorganic nitrogen; ecological modeling; global change; marine ecosystem; Mediterranean environment; methodology; optimization; phosphate; phytoplankton; salinity; software; species diversity; species evenness; species richness; terrestrial ecosystem",Article,Scopus,2-s2.0-84890854210
"Labadie J.W.","7102057779;","Advances in water resources systems engineering: Applications of machine learning",2014,"Modern Water Resources Engineering",,,,"467","523",,,"10.1007/978-1-62703-595-8_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029321100&doi=10.1007%2f978-1-62703-595-8_10&partnerID=40&md5=9c5da31a5c1218089d68b66edede39f0","Artificial intelligence; Coastal environment; Detention reservoirs; Ecology; Estuaries Fuzzy sets; Genetic algorithms; Hydraulic sewer models; Markov decision processes; Multireservoir systems; Neural networks; Optimal real-time control; Reinforcement learning; Stochastic dynamic programming; Urban stormwater management","Aquatic ecosystems; Artificial intelligence; Autonomous agents; Complex networks; Computational methods; Computer control systems; Decision making; Decision support systems; Dynamic programming; Ecology; Environmental management; Fuzzy inference; Fuzzy neural networks; Genetic algorithms; Hydraulic machinery; Learning algorithms; Markov processes; Neural networks; Pollution control; Real time control; Reinforcement learning; Reservoir management; Reservoirs (water); River pollution; Stochastic models; Stochastic systems; Storm sewers; Storms; Systems engineering; Coastal environments; Markov Decision Processes; Multi-reservoir systems; Stochastic dynamic programming; Urban stormwater management; Water resources",Book Chapter,Scopus,2-s2.0-85029321100
"Tian Z., Zhong H., Sun L., Fischer G., van Velthuizen H., Liang Z.","14032304800;36678598700;15821588400;7401799372;55932376300;55368781800;","Improving performance of Agro-Ecological Zone (AEZ) modeling by cross-scale model coupling: An application to japonica rice production in Northeast China",2014,"Ecological Modelling","290","C",,"155","164",,30,"10.1016/j.ecolmodel.2013.11.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028158054&doi=10.1016%2fj.ecolmodel.2013.11.020&partnerID=40&md5=01044b38195dce7c17527e3f57b5340f","AEZ model; Agricultural adaptation; China; Cross-scale model coupling; DSSAT model","Artificial intelligence; Calibration; Climate change; Crops; Decision support systems; Ecology; Food supply; Physiology; Remote sensing; Technology transfer; Agricultural adaptation; China; Dssat models; Improving performance; Physiological parameters; Remote sensing applications; Scale modeling; Technological progress; Physiological models; agricultural management; agroecology; climate change; decision support system; ecological zonation; food security; paddy field; parameterization; performance assessment; remote sensing; rice; China; Japonica",Article,Scopus,2-s2.0-85028158054
"Keane R.E., Menakis J.P., Hessburg P.F., Reynolds K.M., Dickinson J.D.","57195850784;6505822941;56090547800;7201538198;33567800400;","Evaluating wildfire hazard and risk for fire management applications",2014,"Environmental Science and Engineering (Subseries: Environmental Science)",,"9783642319990",,"111","133",,3,"10.1007/978-3-642-32000-2_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975912320&doi=10.1007%2f978-3-642-32000-2_6&partnerID=40&md5=364e9b1797bf0b95ece5d08c163105ac","EMDS; Forest fuels management; Spatial decision support; Wildfire hazard; Wildfire risk; Wildland fire","Artificial intelligence; Decision support systems; Ecology; Economic and social effects; Ecosystems; Fire hazards; Fires; Hazards; Risk assessment; EMDS; Forest fuel; Spatial Decision Support; Wildfire hazards; Wildfire risks; Wildland fire; Decision making",Article,Scopus,2-s2.0-84975912320
"Reynolds K.M., Hessburg P.F.","7201538198;56090547800;","An overview of the ecosystem management decision-support system",2014,"Environmental Science and Engineering (Subseries: Environmental Science)",,"9783642319990",,"3","22",,14,"10.1007/978-3-642-32000-2_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949097894&doi=10.1007%2f978-3-642-32000-2_1&partnerID=40&md5=256178f7826697ac4a8e553e2dac39c8","Decision model; Ecosystem management decision support; EMDS; Environmental analysis; Logic model; Planning; Spatial decision support","Artificial intelligence; Decision making; Ecology; Ecosystems; Planning; Decision modeling; Ecosystem Management Decision Support; EMDS; Environmental analysis; Logic modeling; Spatial Decision Support; Decision support systems",Article,Scopus,2-s2.0-84949097894
"Gao Z., Xu X., Zhao J., Yu M., Zhang S., Zhao C.","56205674500;25825794500;56206530700;55273121300;56206551900;57213782158;","Field study on preferential flow under different land uses in the Loess hilly region",2014,"Nature Environment and Pollution Technology","13","3",,"483","490",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925349049&partnerID=40&md5=3b431fc593207435f1d02f9d03e0b436","Dye tracer image; Land uses; Loess hilly region; Preferential flow","Artificial intelligence; Decision support systems; Groundwater flow; Infiltration; Sediments; Soil moisture; Water management; Chinese Academy of Sciences; Dye tracer; Initial Moisture Content; Loess hilly regions; Nutrient management; Preferential flows; Vegetation type; Vertical profile; Land use; dye; field method; grassland; hill; land use change; loess; preferential flow; soil moisture; tracer; vegetation cover; woodland; Changwu; China; Loess Plateau; Shaanxi",Article,Scopus,2-s2.0-84925349049
"Reynolds K.M., Hessburg P.F., Bourgeron P.S.","7201538198;56090547800;6602881070;","Synthesis and new directions",2014,"Environmental Science and Engineering (Subseries: Environmental Science)",,"9783642319990",,"315","332",,2,"10.1007/978-3-642-32000-2_14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922433636&doi=10.1007%2f978-3-642-32000-2_14&partnerID=40&md5=33daeb1a1f8021cfa5a8962ba0fe94e6","Adaptive management; Criterium DecisionPlus; Decision support; Ecosystem management; Environmental analysis; Environmental planning; NetWeaver","Application programs; Artificial intelligence; Computer circuits; Concrete pavements; Decision support systems; Ecology; Ecosystems; Adaptive Management; Criterium DecisionPlus; Decision supports; Ecosystem management; Environmental analysis; Environmental planning; NetWeaver; Decision making",Article,Scopus,2-s2.0-84922433636
"Aguilar-Amuchastegui N., Riveros J.C., Forrest J.L.","22978569700;15830164500;36850183700;","Identifying areas of deforestation risk for REDD+ using a species modeling tool",2014,"Carbon Balance and Management","9","1","10","","",,20,"10.1186/s13021-014-0010-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919674276&doi=10.1186%2fs13021-014-0010-5&partnerID=40&md5=a32f671cb23ff357d29ec6e1ce25c650","Accessibility; Carbon; Conservation; Forest; MAXENT; Species habitat modeling","action plan; carbon dioxide; carbon emission; cost-benefit analysis; deforestation; developing world; ecological modeling; emission control; forest cover; maximum entropy analysis; mitigation; prioritization; risk assessment; Madre de Dios; Peru",Article,Scopus,2-s2.0-84919674276
"Mouchet M.A., Lamarque P., Martín-López B., Crouzat E., Gos P., Byczek C., Lavorel S.","56366255900;36774489600;23028283000;56507368800;55308852800;55351745500;7003422919;","An interdisciplinary methodological guide for quantifying associations between ecosystem services",2014,"Global Environmental Change","28","1",,"298","308",,210,"10.1016/j.gloenvcha.2014.07.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918814568&doi=10.1016%2fj.gloenvcha.2014.07.012&partnerID=40&md5=619022d59e7678468d1276673dd9b8b8","Bundle; Ecosystem services; Methodological framework; Synergy; Trade-off assessment","demand-side management; ecosystem service; environmental economics; environmental policy; landscape planning; statistical analysis; sustainability; demand analysis; guideline; interdisciplinary approach; land management; machine learning; nature-society relations; quantitative analysis; synergism; trade-off; valuation",Article,Scopus,2-s2.0-84918814568
"Yann-Hervé H., Valérie P., Laurent A., Le Floch S., Van Ganse S., Gael B., Magali M.","56441550900;56441528900;16041533400;6701430164;36344411700;57191204547;56441596500;","METANE: An integrated project to model underwater gas/oil blowout and INg leak",2014,"Proceedings of the 37th AMOP Technical Seminar on Environmental Contamination and Response",,,,"102","121",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916205315&partnerID=40&md5=04edceab3796f9aaa6fe629a8ff8b409",,"Artificial intelligence; Atmospheric movements; Blowouts; Decision support systems; Estimation; Gases; Mathematical models; Oil shale; Oil wells; Surface waters; Three dimensional computer graphics; Visualization; Water pollution; 3d-visualization tools; Atmospheric dispersion models; Catastrophic accidents; Contingency planning; Environmental conditions; Operational challenges; Physicochemical process; Theoretical modeling; Gas hydrates",Conference Paper,Scopus,2-s2.0-84916205315
"Sá-Leão I.G., Souza A., Goulart F., Salles P.","56426311900;57197417179;23102932500;6701350463;","Qualitative reasoning models to summarize and compare metapopulation theories",2014,"Proceedings - 7th International Congress on Environmental Modelling and Software: Bold Visions for Environmental Modeling, iEMSs 2014","2",,,"719","726",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911935311&partnerID=40&md5=e0c2d8771662e9ae6a5811152c14a729","Conservation; Landscape ecology; Modelling; Population dynamics; Qualitative models","Biodiversity; Conservation; Dynamics; Ecology; Models; Population dynamics; Biodiversity conservation; Conceptual knowledge; Integrated modeling; Landscape ecology; Natural landscapes; Qualitative model; Qualitative reasoning; Qualitative reasoning models; Artificial intelligence",Conference Paper,Scopus,2-s2.0-84911935311
"Flaishans J., Hong T., Snyder M., Pascale C., Purucker S.T.","56426347600;56296673400;8507515400;56426026000;13410012800;","Fronting integrated scientific web applications: Design features and benefits for regulatory environments",2014,"Proceedings - 7th International Congress on Environmental Modelling and Software: Bold Visions for Environmental Modeling, iEMSs 2014","2",,,"1170","1175",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911908204&partnerID=40&md5=8f65b24856db6d426ba2bf8d61bd314a","Code templating; Coupled models; Front end design; Graphical user interfaces; Model dashboard; Python; User experience; Web applications","Artificial intelligence; Codes (symbols); Decision support systems; Design; Environmental Protection Agency; Graphical user interfaces; High level languages; Modular construction; Quality assurance; Risk assessment; Structure (composition); Coupled models; Front-end design; Python; Templating; User experience; WEB application; Social networking (online)",Conference Paper,Scopus,2-s2.0-84911908204
"Souza A., Corcho O., Salles P., Vilches-Blázquez L.","57197417179;14010357000;6701350463;16318233100;","An application of geographical and statistical linked data to ecology: The Brazilian cerrado ontology network and qualitative reasoning models",2014,"Proceedings - 7th International Congress on Environmental Modelling and Software: Bold Visions for Environmental Modeling, iEMSs 2014","1",,,"362","369",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911887805&partnerID=40&md5=106bcb57598e0e33651844583ff04369","Brazilian Cerrado; Geolinked data; Metadata and Ontologies of Natural Systems; Qualitative Reasoning Models; Semantics","Application programming interfaces (API); Artificial intelligence; Computer simulation; Data handling; Ecology; Semantic Web; Semantics; Vegetation; Aggregated information; Brazilian cerrado; Geographical information; Geolinked data; Natural systems; Qualitative reasoning; Qualitative reasoning models; Research and application; Ontology",Conference Paper,Scopus,2-s2.0-84911887805
"Maher S.P., Randin C.F., Guisan A., Drake J.M.","26635475600;13410953200;6603412393;7201816666;","Pattern-recognition ecological niche models fit to presence-only and presence-absence data",2014,"Methods in Ecology and Evolution","5","8",,"761","770",,15,"10.1111/2041-210X.12222","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906047401&doi=10.1111%2f2041-210X.12222&partnerID=40&md5=cf88e9c24071768356985a8a6c498cb0","Machine learning; Potential distribution; Realized distribution; Species distribution model; Swiss flora",,Article,Scopus,2-s2.0-84906047401
"Unnikrishnan G., Al-Zalzalah F., Shrihari, Siddiqui N.","8897542000;56318875000;56318477400;16065174100;","Risk management in the process industry-new directions with Bayesian approach",2014,"Society of Petroleum Engineers - SPE International Conference on Health, Safety and Environment 2014: The Journey Continues","2",,,"964","983",,,"10.2118/168436-ms","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905833508&doi=10.2118%2f168436-ms&partnerID=40&md5=0515b3acbd378d3bf70f0be13d8fd840",,"Bayesian networks; Failure analysis; Hazards; Risk assessment; Risk management; Risk perception; Artificial intelligence; Complex networks; Risk analysis; Risks; Petroleum engineering; Bayesian methodology; Causal relationships; Conditional probabilities; Conventional methods; Hazard and operability study; Human and organizational factors; Process hazard analysis; Quantitative risk assessment; Risk analysis; Safety engineering",Conference Paper,Scopus,2-s2.0-84905833508
"Banach A.M., Banach K., Stola K., Stepniewska Z., Roelofs J.G.M., Lamers L.P.M.","6602492582;15841535500;56315695600;55936991000;56283729900;7003439068;","Laboratory feasibility tests improve decision support for wetland eco-engineering; Lake Bartków Ług (Poland) as test case",2014,"Ecological Engineering","71",,,"256","267",,,"10.1016/j.ecoleng.2014.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905703364&doi=10.1016%2fj.ecoleng.2014.07.003&partnerID=40&md5=c6cb2a04b5a693217d144512ef941487","Eutrophication; Iron; Phosphate fixation; Restoration; Sulfate; Water quality","Artificial intelligence; Biodiversity; Catchments; Decision support systems; Environmental management; Eutrophication; Experiments; Fish; Groundwater; Groundwater pollution; Image reconstruction; Iron; Lakes; Nutrients; Restoration; Risk perception; River pollution; Sediments; Water quality; Water resources; Image reconstruction; Iron; Water quality; Anthropogenic impacts; Ecological engineering; Laboratory experiments; Phosphate fixations; Phosphate mobilization; Polluted surface waters; Sulfate; Water table drawdown; Decision supports; Eco-engineering; Feasibility tests; Test case; Water levels; Eutrophication; anthropogenic effect; concentration (composition); decision support system; feasibility study; lake pollution; pollution control; water quality; water table; wetland; biodiversity; catchment; ecohydrology; ecological engineering; eutrophication; fish culture; fishery production; laboratory method; mobilization; phosphate; runoff; Poland",Article,Scopus,2-s2.0-84905703364
"Bean W.T., Prugh L.R., Stafford R., Butterfield H.S., Westphal M., Brashares J.S.","23468538800;8645964400;48462040800;34567955400;36189105100;6602913857;","Species distribution models of an endangered rodent offer conflicting measures of habitat quality at multiple scales",2014,"Journal of Applied Ecology","51","4",,"1116","1125",,41,"10.1111/1365-2664.12281","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904434636&doi=10.1111%2f1365-2664.12281&partnerID=40&md5=2e7e6cbb4ffccdb7450ec79cc434c78b","Dipodomys ingens; Giant kangaroo rat; Habitat suitability; Mark-recapture; Maxent; Survival","abundance; body condition; climate change; crypsis; endangered species; habitat quality; rodent; Animalia; Dipodomys; Dipodomys ingens; Rodentia",Article,Scopus,2-s2.0-84904434636
"Perlman J., Hijmans R.J., Horwath W.R.","55536546600;6603058114;7004195403;","A metamodelling approach to estimate global N2O emissions from agricultural soils",2014,"Global Ecology and Biogeography","23","8",,"912","924",,24,"10.1111/geb.12166","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903816394&doi=10.1111%2fgeb.12166&partnerID=40&md5=fe89e76d20b2a234a2d8f8b21a06fe82","Aggregation; Agriculture; Climate change; Global modelling; Greenhouse gasses; Metamodel; Random forest; Soil data","agricultural soil; climate change; ecological modeling; global change; greenhouse gas; maize; nitrogen dioxide; paddy field; soil emission; soil organic matter; wheat; Triticum aestivum; Zea mays",Article,Scopus,2-s2.0-84903816394
"Bagstad K.J., Villa F., Batker D., Harrison-Cox J., Voigt B., Johnson G.W.","36819113600;7005590794;16479791800;55537132000;8570653200;55456270100;","From theoretical to actual ecosystem services: Mapping beneficiaries and spatial flows in ecosystem service assessments",2014,"Ecology and Society","19","2","64","","",,175,"10.5751/ES-06523-190264","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903699513&doi=10.5751%2fES-06523-190264&partnerID=40&md5=d96a81ce745f561baf076852252082ba","Beneficiaries; Benefits; Demand side; Mapping; Provisioning areas; Spatial dynamics; Spatial flow","artificial intelligence; carbon sequestration; ecosystem modeling; ecosystem service; mapping; spatial analysis; Puget Sound; United States; Washington [United States]",Article,Scopus,2-s2.0-84903699513
"Rienow A., Stenger D., Menz G.","55735075300;56050823600;7006739541;","Sprawling cities and shrinking regions - Forecasting urban growth in the RUHR for 2025 by coupling cells and agents",2014,"Erdkunde","68","2",,"85","107",,11,"10.3112/erdkunde.2014.02.02","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903374332&doi=10.3112%2ferdkunde.2014.02.02&partnerID=40&md5=acb5c635f56561c0604612b15f4b722c","Multi-agent systems; Ruhr area; Sleuth; Support vector machines; Urban decline; Urban growth","artificial intelligence; cellular automaton; decision making; housing market; probability; residential mobility; urban area; urban growth; forecasting method; growth modeling; sustainability; twentieth century; urban development; Germany; North Rhine-Westphalia; Ruhr",Article,Scopus,2-s2.0-84903374332
"Honkaniemi J., Ojansuu R., Piri T., Kasanen R., Lehtonen M., Salminen H., Kalliokoski T., Mäkinen H.","56229847800;6506162039;6603430023;55911227000;7006610012;7003619907;24469994700;7004014986;","Hmodel, a Heterobasidion annosum model for even-aged Norway spruce stands",2014,"Canadian Journal of Forest Research","44","7",,"796","809",,11,"10.1139/cjfr-2014-0011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903310466&doi=10.1139%2fcjfr-2014-0011&partnerID=40&md5=10216773bad1647e6c3fbe1f8c1ccf35","Heterobasidion; Mechanistic modelling; Picea abies; Root rot; Stochastic spatial model","Artificial intelligence; Decision support systems; Forestry; Fungi; Risk perception; Stochastic systems; Flexible platforms; Heterobasidion; Heterobasidion annosum; Norway spruce stands; Picea abies; Picea Abies (L.) Karst; Root rot; Spatial modeling; Stochastic models; coniferous tree; decision support system; ecological modeling; fungal disease; growth rate; silviculture; stand structure; Artificial Intelligence; Decision Making; Fungi; Picea Abies; Risk Assessment; Scandinavia; Finland",Article,Scopus,2-s2.0-84903310466
"Henderson E.B., Ohmann J.L., Gregory M.J., Roberts H.M., Zald H.","42561315900;6602405545;7201508407;42561792000;8231171300;","Species distribution modelling for plant communities: Stacked single species or multivariate modelling approaches?",2014,"Applied Vegetation Science","17","3",,"516","527",,30,"10.1111/avsc.12085","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902553590&doi=10.1111%2favsc.12085&partnerID=40&md5=1a2508c677cbc4ca39d2bc32a28862be","Nearest-neighbor imputation; Plant community composition; Random forest; Species distribution modelling; Vegetation mapping; Western Oregon",,Article,Scopus,2-s2.0-84902553590
"Jung J.H., Park J.Y., Lim H.M., Yoon Y.H., Kim W.J.","57199984215;37023781400;57199733831;57212753869;57189715803;","Decision support for ecological river rehabilitation using fish habitat database",2014,"Water Science and Technology","69","11",,"2243","2251",,,"10.2166/wst.2014.118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902308830&doi=10.2166%2fwst.2014.118&partnerID=40&md5=c70f9f9acfd68a26033b96642cb12813","Decision support system; Ecological water resource; EcoR3-DSS; River restoration and rehabilitation; Water quality and quantity","Artificial intelligence; Decision support systems; Ecosystems; Fish; Fisheries; Restoration; Water quality; Water resources; EcoR3-DSS; Field monitoring data; Freshwater fishes; Ministry of environments; Physicochemical property; River rehabilitation; River restoration; Statistical processing; Rivers; fresh water; conservation planning; database; decision support system; environmental restoration; fish; freshwater ecosystem; habitat quality; physicochemical property; range size; river water; water quality; article; data base; decision support system; ecological procedures; ecological river rehabilitation; ecosystem restoration; embedding; environmental monitoring; fish; habitat; nonhuman; physical chemistry; water quality; water supply; Korea; Animals; China; Conservation of Natural Resources; Databases, Factual; Decision Making; Ecosystem; Fishes; Rivers; Water Pollution; Water Quality",Article,Scopus,2-s2.0-84902308830
"Zhang R., Zeng F.-X., Liu W.-J., Zeng R.J., Jiang H.","57199380994;55429753500;21741057900;7102024186;55017661100;","Precise and economical dredging model of sediments and its field application: Case study of a river heavily polluted by organic matter, nitrogen, and phosphorus",2014,"Environmental Management","53","6",,"1119","1131",,11,"10.1007/s00267-014-0268-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902278825&doi=10.1007%2fs00267-014-0268-0&partnerID=40&md5=dc799ebeb7aad3d84e53c9847138ae82","Eutrophication; Modeling; Organic matter; Precise dredging; Sediment","Biogeochemistry; Biological materials; Costs; Dredging; Eutrophication; Models; Nitrogen; Organic compounds; Phosphorus; Rivers; Sediments; Benthic environment; Data interpolation; Dredging depths; Dredging projects; Field application; Pollutant removal; Polluted sediments; Sediment surveys; River pollution; nitrogen; organic compound; organic matter; phosphorus; cost-benefit analysis; dredging; ecological modeling; eutrophication; nitrogen; organic matter; phosphorus; pollutant removal; precision; river pollution; article; benthos; bioengineering; China; conceptual framework; controlled study; dredging; economic development; environmental economics; eutrophication; machine learning; river; sediment; soil moisture; waste component removal; waste water management; water pollutant; water pollution; China; Engineering; Environmental Monitoring; Eutrophication; Geologic Sediments; Models, Economic; Nitrogen; Organic Chemicals; Phosphorus; Rivers; Water Pollution",Article,Scopus,2-s2.0-84902278825
"Paredes-Arquiola J., Solera A., Martinez-Capel F., Momblanch A., Andreu J.","24822566300;6508211260;17435010600;55824113100;7103245619;","Integrating water management, habitat modelling and water quality at the basin scale and environmental flow assessment: Case study of the Tormes River, Spain [Intégration de la gestion de l'eau, de la modélisation de l'habitat et de la qualité de l'eau à l'échelle du bassin, et de l'évaluation des débits environnementaux: Étude de cas de la rivière Tormes, en Espagne]",2014,"Hydrological Sciences Journal","59","3-4",,"878","889",,19,"10.1080/02626667.2013.821573","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901695134&doi=10.1080%2f02626667.2013.821573&partnerID=40&md5=2c794957821a15d1c25d936560d75dfe","AQUATOOL; decision-making; environmental flows; habitat time series; operation rules; water quality; water resources management","Artificial intelligence; Decision support systems; Ecosystems; Environmental management; Loading; Pollution control; Rivers; Water management; Water quality; Water supply; AQUATOOL; Environmental flow; Habitat time series; Operation rules; Water resources management; Water pollution; decision making; decision support system; habitat; optimization; resource allocation; river basin; water management; water planning; water quality; Castilla y Leon; Spain; Tormes Basin",Article,Scopus,2-s2.0-84901695134
"Wen L., Saintilan N.","35338655400;6602918697;","Linking local ecological outcomes with basin-wide water planning: A case study of Yanga National Park, an important Australian inland forested wetland [Relier les résultats écologiques locaux à la planification de l'eau l'échelle du bassin: Une étude de cas sur le parc national Yanga, une importante zone humide boisée de l'intérieur de l'Australie]",2014,"Hydrological Sciences Journal","59","3-4",,"904","915",,7,"10.1080/02626667.2014.890284","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901690468&doi=10.1080%2f02626667.2014.890284&partnerID=40&md5=f84b4e76642ef97e92808ffc85094a35","decision support system; river basin management; river red gum; southern bell frog; water bird","Artificial intelligence; Decision support systems; Floods; Forestry; Water management; Wetlands; Ecological integrity; Hydrological condition; Murray-Darling Basin; River basin management; River red gums; southern bell frog; State government agencies; Water birds; Ecology; basin management; decision support system; habitat quality; national park; river basin; water planning; wetland; Australia; Murray-Darling Basin; Anura; Aves; Litoria raniformis",Article,Scopus,2-s2.0-84901690468
"Khater M., Murariu D., Gras R.","35748664700;56148976900;7006256270;","Contemporary evolution and genetic change of prey as a response to predator removal",2014,"Ecological Informatics","22",,,"13","22",,11,"10.1016/j.ecoinf.2014.02.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899838593&doi=10.1016%2fj.ecoinf.2014.02.005&partnerID=40&md5=846a4698c8d3ba273c08a5f3d540b218","Individual-based modeling; Machine learning; Non-lethal effects; Predator removal; Predator-prey systems",,Article,Scopus,2-s2.0-84899838593
"Thomson R.J., Hill N.A., Leaper R., Ellis N., Pitcher C.R., Barrett N.S., Edgar G.J.","11939466600;9276975200;57225782713;8614698100;7006475680;7102133208;7005803258;","Congruence in demersal fish, macroinvertebrate, and macroalgal community turnover on shallow temperate reefs",2014,"Ecological Applications","24","2",,"287","299",,18,"10.1890/12-1549.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899508637&doi=10.1890%2f12-1549.1&partnerID=40&md5=c930d6f9f5d12e28d2e2905da71d44de","Australia; Biological surrogacy; Coastal planning; Gradient forest; Marine biodiversity; Prediction; Random forest; Species turnover; Tasmania","biodiversity; coastal zone management; community composition; database; demersal fish; ecological modeling; macroalga; macroinvertebrate; prediction; reef; sea surface temperature; subtidal environment; turnover; Australia; South Australia; Tasmania; Victoria [Australia]; animal; article; biodiversity; classification; climate; coral reef; demography; fish; invertebrate; physiology; seaweed; Animals; Biodiversity; Climate; Coral Reefs; Demography; Fishes; Invertebrates; Seaweed",Article,Scopus,2-s2.0-84899508637
"Zohmann M., Immitzer M., Wöss M., Gossow H., Nopp-Mayr U.","6504034180;55439828600;6507842544;6506341628;8286686200;","Modelling habitat use of Tetrao urogallus L. in Austria for conservation issues",2014,"Journal for Nature Conservation","22","3",,"223","234",,9,"10.1016/j.jnc.2014.01.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898828786&doi=10.1016%2fj.jnc.2014.01.002&partnerID=40&md5=413fa1326efd3959f76462476f109441","Classification trees; Habitat conservation; Habitat model; Logistic regression; Random forests; Tetraonids","classification; conservation planning; deciduous forest; ecological modeling; forest canopy; forest cover; gamebird; habitat conservation; habitat fragmentation; habitat loss; habitat use; limestone; regression analysis; Alps; Australia; Abies; Abies alba; Pinus sylvestris; Rubus; Tetrao urogallus; Tetraonidae",Article,Scopus,2-s2.0-84898828786
